GeneID	GSM6423489	GSM6423490	GSM6423495	GSM6423496	GSM6423497	GSM6423498	GSM6423499	GSM6423500
114818	859	941	684	654	134	144	148	139
105374325	5	4	0	0	1	1	0	4
102723401	5	3	1	4	0	1	0	0
54454	1248	1217	125	219	90	82	47	20
165324	1186	1360	271	452	440	470	372	323
388931	19	16	12	13	13	14	18	19
80304	951	824	40	248	302	263	262	188
2281	94	101	34	33	13	18	21	17
51639	2396	2148	790	927	629	648	581	650
375190	70	120	61	63	46	48	52	46
9540	482	474	460	275	171	182	152	213
375189	29	47	83	96	17	15	18	9
105374328	0	4	0	0	1	2	3	3
653140	0	0	0	0	0	1	0	0
50618	2446	3003	34	243	258	262	169	80
105374329	0	0	0	0	0	0	0	0
8648	833	975	43	477	259	278	193	75
391356	353	291	351	199	159	136	149	188
105369164	9	7	9	7	5	2	6	3
79172	1976	1738	1045	780	1026	962	940	1359
109	3017	3090	1726	1278	1507	1394	1316	1538
105377626	17	19	8	5	2	4	5	2
51277	194	260	5	45	20	35	20	12
729723	1	10	14	9	11	10	18	19
22979	85	102	349	201	293	280	285	412
5443	0	1	0	0	0	1	0	1
106144568	0	0	0	0	0	0	0	0
1788	1113	1607	594	574	423	528	541	401
100302246	0	0	0	0	0	0	0	0
1838	377	448	215	227	161	193	282	238
101929272	26	43	16	16	9	12	13	10
105374332	2	0	0	1	0	1	0	0
55252	4988	5266	43	649	525	647	453	151
3797	1662	2694	1166	811	1112	1214	1405	1628
10890	6980	7596	1637	2249	2257	2313	2151	1510
105374333	22	21	21	12	3	8	7	4
150946	146	340	436	318	130	121	119	117
3030	6630	6967	4537	3308	4111	4377	4821	5127
3032	2277	2523	1028	1054	797	804	969	905
105374334	86	101	1	1	2	2	3	0
165082	128	119	17	18	20	14	15	10
85465	3911	3596	71	920	685	624	345	130
92749	0	2	14	12	19	14	7	16
9381	5	6	15	4	5	2	6	0
339778	28	33	3	1	0	0	1	0
130106	1	0	0	0	0	0	0	0
3777	1	7	131	103	2	0	1	1
54978	2085	1653	1858	1598	602	584	642	811
1058	1150	978	291	225	376	386	375	420
56896	21	31	168	128	0	0	0	0
22924	272	637	646	424	234	246	305	385
100129724	2	6	0	0	0	0	0	0
54867	3966	3865	2085	1372	1728	1546	1538	2197
100874031	0	0	0	0	0	0	0	0
100189022	0	0	0	0	0	0	1	0
60509	1642	2063	2174	1584	866	934	1082	924
100128731	1650	1634	946	604	806	898	1080	1125
11117	37	22	22	19	2	4	3	10
3795	193	163	136	111	200	281	235	249
10669	103	135	572	418	301	356	409	382
84696	183	194	144	81	66	83	80	88
10113	2787	2603	1997	1253	1223	1317	1370	1550
339779	0	1	1	0	0	0	1	1
150921	0	0	0	1	0	0	0	0
8884	1928	1292	557	369	704	614	546	724
51374	931	1099	744	481	572	669	688	718
790	5805	5745	3029	2154	3720	3469	3463	4151
7781	108	114	69	52	0	1	3	3
285126	2	2	1	1	0	0	0	0
57159	4	3	27	13	1	1	1	10
7349	0	8	31	40	10	7	8	9
4358	1150	1721	1275	927	611	689	693	820
2976	1797	1781	736	551	1041	1006	1151	1418
100505624	155	150	76	47	98	88	82	123
105374363	174	148	42	39	36	31	40	49
8890	1766	1695	1249	776	717	711	718	1072
9784	1353	1294	1359	893	1072	1275	1193	1123
130557	280	388	269	175	169	183	249	278
5496	18048	16181	9954	6081	6418	5996	5983	7296
2498	19	13	6	5	5	6	8	13
29959	3968	4773	2538	1687	1587	1644	1640	2155
200634	40	59	9	13	4	8	9	6
26160	753	657	235	218	265	316	314	270
64838	29	76	68	67	22	12	21	8
2646	4	6	51	25	0	0	1	2
84226	48	96	12	28	1	1	1	0
84450	1076	1334	406	784	1	2	2	0
79635	58	80	2	18	8	11	1	1
11321	1650	1748	370	525	548	651	590	592
9913	2477	2764	606	989	711	740	702	625
22950	3086	2992	302	733	657	641	558	463
100129995	20	20	8	16	0	0	0	0
105374378	6	15	2	11	1	0	2	0
9553	787	788	624	563	361	466	473	500
64080	44	47	45	41	38	44	41	56
9577	647	735	495	623	228	347	341	239
100302650	57	62	40	47	18	15	25	22
105374369	4	5	5	4	5	5	4	1
100422965	0	6	1	1	0	0	2	0
100505736	5	1	0	0	0	1	0	0
100505716	16	12	1	7	2	5	2	2
105374381	0	0	0	0	0	0	0	0
105374382	8	7	4	0	3	10	4	7
105374383	1	7	0	0	0	0	1	0
403150	19	67	1	3	5	11	9	2
2355	6941	7556	5296	4755	1390	1557	1833	1906
102723530	7	2	0	0	0	0	0	0
151056	103	112	17	13	6	15	14	10
105374384	0	0	1	3	0	0	0	0
100505774	0	2	0	1	0	1	1	0
112267877	65	104	16	41	17	11	11	10
5500	8006	8179	135	517	752	786	427	227
245711	83	57	8	14	20	19	17	12
55006	723	606	77	162	195	204	188	139
23160	8538	6093	407	1991	1659	1476	980	632
692209	4	3	0	0	0	0	0	0
26796	23	13	0	3	1	3	0	3
109617012	19	15	1	1	1	2	1	1
165186	5	7	2	5	2	3	1	0
388939	0	1	0	1	2	0	0	1
105374386	0	0	0	0	0	0	0	0
79745	1376	2172	118	650	171	203	176	88
238	10	9	5	0	3	0	5	4
101929386	1	0	0	0	0	0	0	0
105374389	0	0	0	0	0	0	0	0
101929418	0	2	0	1	0	0	0	1
51646	776	1460	200	506	103	128	154	83
105374414	0	0	0	0	0	0	0	0
109616960	0	0	0	0	0	0	1	0
81606	139	319	197	126	1	0	2	2
102723594	0	0	0	0	0	0	0	0
285043	0	0	0	0	0	0	0	0
253558	1809	1523	15	232	371	367	160	35
92291	4	2	1	3	2	0	0	0
105374435	0	0	0	0	0	0	0	0
79623	1340	1478	789	481	0	3	4	1
107985861	1	0	0	0	0	0	0	0
440854	18	94	3	2	3	0	5	6
30845	803	775	167	100	133	137	179	233
7498	1099	1514	10	13	2	3	1	2
6716	0	3	0	1	1	2	1	1
107985862	0	0	0	1	0	0	0	0
107985863	2	0	0	1	0	0	0	0
105374449	0	0	0	0	0	0	0	0
51072	1389	1147	374	447	436	462	476	468
84661	1053	1269	295	256	358	324	339	380
6683	1016	987	28	87	163	126	91	42
55676	2338	2214	64	413	507	605	405	180
58484	29	20	4	30	13	5	9	2
84272	1126	1203	128	320	209	228	183	110
57448	8118	7419	93	713	761	1035	368	69
693143	0	0	0	0	0	0	0	0
103752586	3	1	0	0	0	0	0	0
55622	1899	1617	125	617	443	429	399	205
100616219	0	0	0	0	0	0	0	0
285045	1	1	0	0	0	0	1	0
105374453	0	0	0	0	0	0	0	0
4052	323	602	163	278	3990	4797	4960	2643
100616136	0	0	0	0	0	0	0	0
25780	6	54	7	23	7	12	12	4
105374454	3	5	1	5	8	5	2	3
25940	5318	4057	322	1070	1647	1576	1496	1192
105374455	0	0	0	0	0	1	1	0
107985864	0	0	0	0	0	0	0	0
104355287	0	0	0	0	0	0	0	0
151325	0	0	0	0	0	0	0	0
105374456	0	0	0	0	0	0	0	0
106144585	0	0	0	0	0	0	0	0
105374457	0	0	0	1	0	0	0	0
105374459	0	0	0	0	0	0	0	0
104355288	0	0	0	0	0	0	1	0
107985865	0	0	0	0	0	0	1	0
105374458	0	1	0	0	0	0	0	0
105374461	0	0	0	0	0	0	0	0
107985808	0	0	0	0	0	0	0	0
100616475	0	0	0	0	0	0	0	0
107985866	0	0	0	0	0	0	0	0
100288911	25	28	226	153	17	13	21	25
51232	7599	8098	1670	8894	1350	1348	1065	618
9637	1403	1594	385	956	1086	1170	876	543
5212	73	50	0	0	0	2	1	0
6801	4540	4898	30	341	285	324	145	61
54497	1573	2028	11	420	320	353	269	50
253635	1419	1334	39	157	325	271	156	75
5610	11067	18041	176	927	1033	1026	778	346
391365	1	1	1	0	0	0	0	0
100505876	2224	2193	135	317	596	616	577	251
10153	4514	3727	106	261	356	247	144	105
55471	1339	1407	192	354	285	306	294	213
23683	2831	3255	13	175	468	460	262	72
101929542	2	19	1	3	1	3	2	2
25797	450	723	1	1	1	3	7	1
107985868	2	0	0	0	2	0	2	2
105374464	9	6	31	29	1	5	3	2
10602	5309	5068	1375	2892	458	441	368	251
107985870	10	3	1	1	0	0	2	0
105374465	0	0	0	0	0	0	0	0
107985869	3	2	0	0	0	0	0	0
101929559	1	1	0	0	0	0	0	0
151393	446	546	10	63	36	31	23	17
101410544	3	0	0	1	0	0	0	0
107985872	8	4	2	6	1	1	1	0
1545	2162	2715	88	280	154	111	94	72
105374466	0	1	1	0	0	0	0	0
285154	8	0	9	9	2	0	1	2
107985871	1	9	0	0	0	0	0	0
102723739	1	0	0	0	0	0	0	0
105374467	0	0	0	0	0	0	0	0
64225	2460	2627	36	277	319	371	212	121
105374468	0	0	0	0	0	0	0	0
100996902	0	0	0	0	0	0	0	0
101929596	7	2	0	0	0	0	0	1
92906	1039	1262	206	395	292	286	256	208
130589	43	104	322	252	284	295	319	350
6432	7016	5292	610	1139	2176	2145	1975	2051
79833	1258	1062	318	265	518	474	505	549
90957	2542	2292	23	263	401	447	327	76
105374470	14	4	0	0	3	1	1	0
729967	631	593	172	130	216	197	206	188
100271715	10	6	11	13	4	3	2	1
105374471	0	0	0	0	0	1	0	1
375196	0	0	5	1	0	0	1	0
6654	4517	4089	28	275	439	415	230	81
344387	0	0	0	0	2	3	3	3
8491	1750	1628	34	184	346	310	177	77
728730	72	88	31	46	62	72	97	54
130733	50	54	2	7	5	10	17	5
80745	852	776	29	93	72	69	47	50
112268436	0	0	0	0	1	0	0	0
100128590	1	0	0	0	0	0	0	0
6546	270	214	4	15	16	17	8	2
101929667	0	1	0	0	0	0	0	0
105374473	0	0	0	0	0	0	0	0
105374475	0	0	0	0	0	0	0	0
105374497	0	0	0	0	0	1	1	0
105374491	8	12	0	0	1	0	1	2
101929700	0	0	0	0	0	0	0	0
105374506	0	0	0	0	0	0	0	0
388942	0	0	1	0	0	0	0	0
101929723	7	0	0	0	0	1	0	0
400950	0	3	0	0	0	0	0	0
105374517	0	0	0	0	0	0	0	0
91461	9	18	56	55	26	34	48	33
105374531	0	0	0	0	0	0	0	0
102723824	0	0	0	0	0	0	0	0
27436	5827	5848	139	1032	1035	1153	849	263
107985874	0	2	1	0	0	3	0	0
107985873	128	132	7	29	23	25	19	9
9167	2094	2008	2537	1698	1170	1277	1562	1516
105374537	0	0	0	1	0	0	1	0
170850	0	0	6	28	13	11	8	8
57504	1137	1630	566	1018	454	586	600	412
105374555	1	5	0	4	1	2	0	0
165140	7	22	0	1	1	2	1	0
23498	55	81	2	0	1	2	2	0
107985875	17	21	4	7	2	1	0	0
100189265	1	0	0	1	0	0	0	0
105374567	0	1	0	0	0	0	0	0
105374568	0	1	0	0	0	0	0	0
112268413	0	0	0	0	0	0	0	0
102723854	2	0	0	0	0	0	0	0
107985876	2	6	0	1	2	1	4	0
100506047	0	0	0	0	1	0	2	0
105374570	2	2	0	0	1	0	0	0
678	2773	2830	289	635	853	805	783	654
100129726	14	18	7	15	2	1	3	0
63892	1730	1731	96	500	481	607	475	207
107985877	35	30	8	20	12	11	8	7
130271	202	317	0	30	70	117	65	7
728819	24	31	0	7	0	0	0	0
51626	239	279	10	23	41	37	19	18
105374571	8	5	0	2	0	1	1	0
64240	13	10	2	1	1	2	2	0
64241	5	6	3	4	8	0	2	2
102725159	0	0	0	0	0	0	0	0
10128	8500	7750	142	1355	1107	1249	513	160
102723904	144	141	16	53	14	15	12	10
5495	1641	1876	210	776	193	227	156	100
6519	464	451	11	101	60	65	29	13
9581	2264	2146	45	572	309	352	187	52
79823	320	257	105	77	87	85	88	73
107985878	7	10	2	4	4	5	4	1
105374573	1	0	0	0	0	0	0	0
107985879	0	2	45	53	1	0	0	0
100506108	0	0	3	2	1	0	0	2
6496	10	5	66	57	8	7	15	9
10736	83	71	8	10	494	573	482	413
107985809	0	0	0	0	7	5	4	2
400952	5	6	3	5	21	22	18	22
105374576	0	0	0	1	0	1	0	0
105374577	0	0	0	0	5	15	6	1
55133	1901	1678	23	201	200	223	96	29
102724965	18	21	12	9	3	3	6	8
5581	381	514	201	409	90	132	109	81
105374580	2	1	0	0	0	0	0	0
101926974	0	2	0	3	0	1	0	0
105374581	0	0	0	0	0	0	0	0
2034	5115	5892	2724	4388	2366	2517	2564	2777
105374582	0	0	0	0	0	0	0	0
101805491	0	0	0	0	0	0	0	0
388946	0	0	0	0	0	0	0	0
90423	124	172	308	307	90	101	104	102
23433	1069	1210	132	375	344	397	306	166
100506142	15	27	1	6	5	4	9	0
5281	397	443	80	160	150	167	144	86
9419	663	902	51	170	176	185	187	114
105374584	15	13	0	6	7	7	6	0
9655	628	626	11	61	176	161	74	37
388948	1	7	0	1	0	1	0	1
100134259	11	20	4	4	5	6	6	3
107985880	0	8	2	1	0	1	1	1
90411	6505	7609	1195	2643	2212	2341	2022	1496
57217	1972	2431	1620	1257	280	358	415	377
285051	13	13	1	2	1	1	1	0
805	9639	11641	1637	2537	1491	1582	1135	856
101927043	2	6	4	6	1	0	2	0
105374588	0	0	1	1	0	1	1	1
107985882	0	0	0	0	0	0	0	0
618	32	25	9	4	12	8	21	15
4072	8308	7814	6	12	521	483	357	410
693144	3	4	0	0	1	0	0	0
4436	3215	4011	61	321	468	510	189	98
56660	87	53	5	4	10	5	6	2
644093	7	8	0	1	0	1	0	0
440864	0	0	0	0	0	0	0	0
105374589	0	0	2	0	0	0	0	0
2956	8849	9533	178	1125	1125	1229	1041	458
80204	3627	3788	186	936	812	1070	972	446
100506235	18	20	31	52	4	1	3	0
105374590	1	0	0	4	0	0	0	1
105374592	0	0	0	0	0	0	0	0
105374591	0	0	0	0	0	0	0	0
105374593	0	0	0	0	0	0	0	0
102724008	0	0	0	0	0	0	0	0
3344	886	897	40	76	95	67	34	24
129285	712	966	68	207	198	242	233	110
286749	18	131	2	17	5	11	15	3
11037	39	340	4	38	8	18	31	5
11036	0	2	0	0	0	0	1	0
3973	0	1	0	0	1	0	0	0
105374594	0	0	0	0	0	0	0	0
2492	0	0	0	1	1	0	1	0
102465854	0	0	0	0	0	0	0	0
107985810	0	0	0	0	0	0	0	0
105374595	0	0	0	0	0	0	0	0
9378	0	4	0	3	4	2	4	4
101927089	0	0	0	0	0	0	0	0
103504737	0	0	0	0	0	0	0	0
730100	0	0	0	0	0	0	0	0
105377627	1	2	0	0	0	0	0	0
105374597	0	0	0	0	0	0	0	0
107985766	0	0	0	0	0	0	0	0
105374596	0	0	0	0	0	0	0	0
105374598	0	0	0	0	0	0	0	0
107985883	0	0	0	0	0	0	0	0
100616431	0	0	0	0	0	0	0	0
105369165	0	0	0	0	0	0	0	0
105374600	1	0	0	0	0	0	1	0
105374601	1	0	1	1	0	1	1	0
51130	477	657	96	289	121	141	114	113
100302652	477	652	96	287	122	139	115	112
494143	417	285	62	96	50	47	48	61
27248	1929	2483	169	451	545	551	488	389
112268415	165	220	8	33	40	38	29	16
100500850	20	8	0	4	2	1	0	1
10936	176	160	6	56	59	36	31	22
23198	5811	6401	64	1118	1043	1396	936	200
98	110	134	104	62	42	58	38	46
105374615	2	1	0	2	2	2	1	0
388951	0	5	0	0	0	1	0	0
105374610	2	0	0	0	0	0	0	0
129852	0	1	2	1	1	0	0	0
102724072	0	0	0	0	0	0	0	0
6711	22406	25901	8208	19097	11261	11122	11010	9415
105374640	5	6	0	2	1	1	1	1
56969	1	1	0	0	0	0	1	0
105374653	0	0	0	0	0	0	0	0
400954	3240	3312	972	1357	1630	1706	1967	1352
105374667	0	0	0	0	1	0	1	0
57142	11900	11836	3544	4703	4599	4758	5262	4486
105374662	0	0	2	1	0	0	1	0
105374674	1	0	0	2	0	0	0	0
130162	176	185	10	34	17	31	12	14
6233	4554	4256	2233	1871	1594	1700	1631	1570
4528	4414	4579	144	734	803	815	520	248
344405	164	159	23	21	16	16	21	13
55704	2921	1862	22	168	323	136	108	48
112942	1263	1502	187	300	330	315	282	257
57223	4033	3157	89	292	512	400	210	129
107985885	10	20	1	1	1	2	7	5
87178	4337	4299	116	1000	736	790	559	201
107985811	4	7	0	0	0	0	0	0
112268416	7	6	0	0	0	0	0	0
2202	4799	3395	799	2802	7	7	11	9
105374690	2	0	0	0	0	0	0	0
104355290	0	0	0	0	0	0	0	0
406999	0	0	0	0	0	0	0	0
406998	0	0	0	0	0	0	0	0
100126319	0	0	0	0	0	0	0	0
101927165	0	0	0	0	0	0	0	0
100129434	13	9	1	0	7	14	14	4
107985795	0	0	0	0	3	2	1	1
114800	6	11	2	0	64	51	48	34
101927213	0	0	0	0	0	0	0	0
107985886	0	0	0	0	0	0	0	0
105377632	0	2	0	0	1	0	1	0
101927235	0	0	0	0	0	0	0	0
105374697	0	0	0	0	0	0	0	0
105377628	1	2	0	0	0	0	0	2
7444	1263	1275	16	76	104	85	60	39
105374726	0	0	0	0	0	0	0	0
107984043	63	71	2	11	8	5	9	4
55120	580	792	17	50	63	66	37	19
105374744	0	0	0	0	0	0	0	0
400955	1	2	0	0	0	0	0	0
101927285	0	0	0	0	0	0	0	0
105374754	0	0	0	0	0	0	0	0
106660609	0	0	0	0	0	0	1	0
100616473	0	0	0	0	1	0	0	0
102724142	0	0	0	0	2	1	2	0
53335	623	673	1	2	17	21	23	16
64895	1147	1370	7	142	129	138	66	34
400957	0	0	4	0	0	1	0	0
5966	3097	2572	12	92	82	63	29	16
150962	337	506	37	76	38	33	53	29
5194	1209	1608	67	319	282	256	228	167
84542	266	424	28	61	59	47	20	17
105374759	3	4	1	1	0	3	0	1
339803	312	321	127	161	73	98	79	78
339804	665	613	88	136	107	92	78	75
105374758	11	13	0	2	0	1	2	2
130872	1423	1779	280	493	306	346	350	222
9736	6130	4915	38	435	599	539	198	100
100124537	0	0	0	0	0	0	0	0
105377633	1	2	4	5	3	1	3	0
7514	15012	13929	187	1085	2092	1971	960	477
107985767	5	12	11	10	8	4	2	5
105374760	0	0	0	0	0	0	0	0
84140	635	784	12	106	75	69	47	16
10575	13654	11832	3103	4301	4030	4058	4132	3781
150684	1982	1812	685	705	677	621	681	636
107985768	0	1	5	2	1	1	0	1
10678	652	758	61	246	185	214	156	96
100847087	1	1	0	0	0	0	1	0
105374761	0	1	0	0	0	0	0	0
105374764	15	33	10	6	0	7	4	7
200728	39	86	27	27	14	20	18	11
23301	2277	2457	60	263	234	272	159	69
100132215	205	219	3	18	21	14	16	4
5013	169	188	123	112	85	54	92	69
100169989	0	0	0	0	0	0	0	0
51057	191	200	25	35	37	44	32	22
107985769	3	0	0	0	0	0	0	0
4190	2325	2526	279	635	802	892	789	585
7360	2944	3608	108	317	425	452	255	157
51542	1206	1446	20	103	152	178	84	51
57162	710	1080	16	227	55	65	37	16
150992	0	0	0	0	0	0	0	0
100507006	10	32	6	3	0	3	0	2
105374768	1	1	0	0	0	0	0	0
105374769	0	0	0	0	0	0	0	0
102465833	0	0	0	0	0	0	0	0
100616265	0	0	0	0	0	0	0	0
105374771	21	34	8	14	12	22	14	18
29094	305	428	64	188	155	202	171	85
105374774	0	0	0	0	0	0	2	0
105374773	14	14	0	1	1	1	0	0
101927402	3	13	0	2	3	7	0	0
54812	1624	1657	38	337	248	291	165	68
100616419	0	2	0	0	0	0	0	0
105374772	16	11	0	2	0	2	1	0
339807	0	1	0	0	0	0	0	0
9792	1779	2316	286	1603	2058	2442	2696	922
105374775	19	11	2	2	3	5	1	1
105374777	1	1	0	1	3	5	1	0
105374776	0	1	1	0	4	6	4	1
101927438	1	2	1	0	0	2	3	1
400958	0	0	0	0	0	0	0	0
107985888	0	7	0	0	0	0	0	0
107984063	30	56	18	12	11	26	19	11
6509	863	1150	2026	1676	352	336	280	346
102724233	7	14	1	4	4	0	4	0
23177	957	1390	186	362	196	281	317	187
5861	6543	6216	342	1052	1411	1646	1140	784
10097	11948	11962	233	1214	2282	2529	1652	713
200734	1455	1450	655	1087	1188	1420	1357	1017
105374780	3	5	0	1	0	0	0	0
105374781	1	4	13	24	0	4	1	0
107985889	0	0	0	0	0	0	0	0
105369167	0	0	0	0	0	0	0	0
101927533	0	0	0	0	0	0	0	0
105369168	0	0	0	0	0	0	0	0
107985890	0	0	0	0	0	0	0	0
107985812	0	0	0	0	0	0	0	0
100616464	0	0	0	0	0	0	0	0
729348	0	0	0	0	0	0	0	0
730198	3	1	1	2	2	0	1	0
4211	219	298	5	15	51	62	46	33
100873998	1	2	0	0	1	0	0	0
100507073	0	0	0	0	0	0	0	0
101927577	0	0	0	0	0	0	0	0
101060019	0	0	0	0	0	0	0	0
102724321	0	0	0	0	0	0	0	0
105374785	0	0	0	0	0	0	0	0
102800447	1	20	0	0	0	0	0	0
644838	0	3	0	0	0	0	0	0
101927661	0	0	0	0	0	0	0	0
54465	1085	1086	14	35	68	43	33	18
107985891	0	0	0	0	0	0	0	0
105374786	0	2	0	0	0	0	0	0
102724373	0	1	0	0	0	0	0	0
101927701	0	0	0	0	0	0	0	0
10438	462	482	51	96	170	152	122	114
105374789	1	0	0	0	3	1	0	0
116143	1070	1100	156	209	442	468	410	378
56902	1496	1128	473	591	593	577	507	581
5534	3709	3800	325	1126	986	1002	863	614
107985892	0	0	0	3	0	2	0	0
25927	47	42	3	5	332	288	267	386
102724389	0	0	0	2	0	1	1	1
101927723	0	0	0	0	0	0	0	0
5341	14	8	0	0	0	0	2	1
554251	202	246	14	29	12	25	22	15
200558	137	203	15	45	22	14	17	5
10887	0	0	1	1	0	0	0	0
9938	147	166	37	28	21	25	27	11
105374790	0	0	0	1	0	0	0	0
105374791	0	1	0	0	0	0	0	0
107985893	0	0	0	0	0	0	0	0
27302	0	1	0	1	0	1	1	0
105374792	0	0	0	0	0	0	0	0
107985894	1	0	0	0	0	0	0	0
200504	0	0	5	0	3	3	6	6
56287	0	0	3	2	1	0	0	1
84168	4162	4218	1683	4155	2242	2292	1861	1103
100423030	0	0	0	0	0	0	0	0
2673	3511	4731	692	2421	1172	1244	1242	800
27247	1064	1168	448	600	219	234	209	192
22848	3344	3080	273	2245	1202	1313	1308	621
112268437	382	424	27	289	156	178	181	82
100124535	0	0	0	0	0	0	0	0
307	1504	2150	753	624	583	634	774	684
107985770	20	29	0	1	0	4	1	0
64395	1205	1516	40	190	328	350	201	111
11017	1276	1440	307	367	399	453	436	374
4084	880	2034	71	522	168	218	206	178
151516	2	18	0	1	4	0	1	3
400960	58	77	130	125	31	19	24	30
5093	9454	8618	4962	3598	4050	4143	4612	5050
100133985	9	18	72	45	7	10	7	12
54980	356	468	139	345	171	181	185	167
7072	2198	2310	43	239	475	419	187	110
100189231	0	0	0	0	0	0	0	0
100302268	0	0	0	0	0	0	0	0
51449	3708	4632	199	666	1192	1202	1003	753
6637	2153	1879	999	770	855	865	842	928
84908	3032	2698	2069	2109	1853	1618	1508	2009
7039	2258	3197	511	922	1838	1933	1997	1670
100874273	0	1	0	0	1	0	0	0
107985895	2	3	0	1	0	0	0	0
119	1615	1990	1255	1972	628	624	711	611
105374794	5	1	7	5	1	1	1	0
344018	0	0	1	0	1	0	1	0
165530	1	0	0	2	0	0	0	0
50489	0	0	6	2	0	0	0	0
104355141	4	0	0	0	0	0	0	0
25806	22	31	42	61	3	2	0	2
525	13	27	6	8	3	4	4	5
101927750	96	124	119	81	22	29	39	57
105374795	27	25	3	3	6	8	3	3
79998	865	689	537	330	500	519	540	674
113419	2571	2306	1779	1162	1666	1576	1694	2123
105374796	0	0	1	0	0	0	0	0
79315	26	22	1	0	0	0	0	0
55577	959	1141	581	426	266	282	327	414
84693	184	217	23	43	34	62	66	60
10199	3257	2268	42	134	313	185	90	94
400961	268	502	29	79	266	268	270	178
105374797	0	1	2	1	0	0	0	0
27332	4957	3714	39	200	279	190	90	48
8291	124	203	772	518	73	66	74	127
107985896	0	0	0	0	0	0	0	0
105374798	68	66	2	0	0	0	0	0
56603	754	753	596	473	53	48	28	40
23233	5122	5890	77	672	458	523	483	178
6697	922	939	698	451	676	622	585	1006
2016	7	28	1	7	0	3	3	2
94097	426	707	360	266	311	311	331	469
107985897	18	27	11	8	15	7	14	25
105374800	10	22	5	7	6	4	7	5
26056	1645	2359	1385	997	804	995	1026	1141
344022	2	2	0	0	0	0	0	1
10322	1279	1155	769	497	618	633	654	837
84279	419	371	285	155	483	487	553	672
10574	24314	22053	13119	8167	7305	7176	8022	9650
150726	1029	1251	586	475	387	514	522	520
1961	5	19	2	0	0	0	0	1
105374802	1	0	0	0	0	0	0	0
105374803	0	1	0	0	0	0	0	0
105374804	0	0	0	0	0	0	0	0
7840	2553	2516	10	109	265	242	86	26
100874291	85	85	0	3	4	5	6	1
9027	0	0	1	0	0	2	0	0
200420	2	2	0	2	4	2	1	1
112268418	0	1	1	0	6	3	2	5
51471	0	0	0	0	0	0	0	0
51002	1728	1473	257	254	274	243	226	215
8446	2103	2083	186	354	370	358	321	288
388960	6	5	0	1	1	0	0	0
105374807	9	27	1	1	2	1	4	3
10617	2108	2812	538	987	498	513	567	388
112268419	325	426	85	139	64	74	77	69
72	35	93	23	21	36	40	21	22
1716	1008	1086	785	566	407	433	443	475
100874048	301	314	201	168	97	95	122	107
200424	2878	2223	360	1154	626	623	521	517
107985898	28	25	4	19	9	13	9	10
388962	791	689	423	284	417	377	422	460
100507171	176	179	8	9	15	25	22	13
55233	10828	10741	201	635	1036	812	552	377
10797	4494	4845	3720	8181	1536	1425	1387	1143
57835	123	118	48	189	47	68	100	43
1639	10175	10199	6742	4313	4293	4209	4243	5326
100189589	27	28	12	13	7	6	8	12
388963	115	206	39	32	47	65	68	56
84058	574	720	206	160	219	234	287	241
6242	1711	1797	416	363	737	802	850	855
100532735	582	662	515	363	342	420	439	449
83444	365	364	257	187	144	184	192	204
23559	262	372	304	212	229	265	287	277
7841	3059	3130	1382	1025	1044	1186	1445	1729
116540	557	464	437	288	270	258	310	321
84865	552	623	673	499	192	214	213	265
64427	931	1177	851	531	284	297	340	330
85474	16	29	200	181	4	5	7	4
151534	17	62	186	136	7	10	17	12
84759	294	328	271	226	203	204	223	320
3196	1	8	3	11	4	1	2	1
165545	23	46	36	38	10	3	8	12
550	3609	3237	2424	1624	2217	2113	2146	3201
27429	871	1001	527	395	467	497	559	699
84695	396	371	158	120	72	93	104	118
1796	84	163	126	94	31	49	42	29
130951	1	6	0	1	0	1	0	0
10505	390	661	329	286	241	318	333	315
105374808	14	20	0	2	2	2	1	2
102724497	8	12	1	2	5	6	6	2
102724482	0	0	0	0	0	0	0	0
3099	5584	6397	895	1283	4067	4641	5608	5488
102724515	89	78	2	9	1	3	1	1
105374809	789	847	180	308	87	79	81	119
101927861	167	108	0	1	3	6	1	1
56655	432	427	205	114	134	130	119	173
6869	7	4	0	0	1	0	1	0
100846995	0	0	0	0	1	0	0	0
105374811	22	42	1	2	0	0	0	2
105374812	16	11	0	1	0	0	0	0
107985900	4	12	0	1	0	0	0	0
105374810	0	0	0	0	0	0	0	0
84141	776	845	1	4	254	227	189	289
101927884	12	27	0	0	2	2	2	1
9801	3192	2757	143	319	586	568	393	279
6936	2110	1891	94	170	265	281	173	96
105374813	3	10	2	1	0	1	1	1
105374814	0	2	0	0	0	0	0	0
80059	0	0	0	0	3	1	0	0
105374815	0	0	0	0	0	0	0	0
101927907	0	0	0	0	0	3	1	1
101927967	0	0	1	1	0	1	0	0
101927926	0	0	0	0	0	0	0	0
105374817	0	0	1	1	0	3	1	1
100170221	0	0	0	0	0	0	0	0
105374816	0	0	1	5	2	2	5	4
101927948	0	0	0	0	2	1	0	0
105374820	0	0	0	0	0	0	0	0
105374819	0	0	0	0	0	0	0	0
105374821	0	0	0	0	0	0	0	0
105374822	0	0	0	0	0	0	0	0
130120	0	0	1	0	1	0	0	1
5968	0	0	0	1	0	0	0	0
5967	0	0	0	0	0	0	0	0
5969	0	0	0	0	0	0	0	0
5068	0	0	0	0	0	0	0	0
107985902	0	0	0	0	0	0	0	0
105374823	0	0	0	0	0	0	0	0
