geneid	LNCaP_1	LNCaP_2	LNCaP_3
375248	80	52	97
375260	89	69	107
375287	33	38	29
375295	0	0	0
375298	1	0	1
3753	0	0	1
375307	19	16	21
375316	7	3	5
375318	0	0	0
375323	0	0	0
375337	0	0	0
375341	332	288	348
375346	747	748	802
375387	6	2	2
3754	2	1	0
375444	185	185	214
375449	2011	1929	2330
375484	446	440	403
3755	367	337	340
375513	26	20	31
375519	1	0	1
375567	0	0	0
375593	0	0	1
3756	0	0	1
375607	0	0	1
375611	3	1	2
375612	0	0	0
375616	30	33	25
375686	2	0	0
375690	11	15	16
3757	82	98	101
375704	81	71	97
375719	5	2	3
375743	1571	1511	1768
375748	198	203	204
375757	1093	918	1067
375759	0	0	1
375775	931	857	1116
375790	2602	2481	2891
375791	155	167	168
3758	0	0	0
3759	15	13	18
375940	0	0	0
3760	31	34	45
3761	3	4	4
376132	0	0	0
3762	0	0	0
376267	863	931	1043
3763	0	0	0
3764	0	0	1
376412	0	0	0
376497	586	556	616
3765	4	5	4
3766	1	0	1
376693	86	118	128
3767	307	293	344
3768	0	0	2
376844	0	0	0
3769	2	2	2
376940	366	336	416
377	8922	8419	9643
3770	67	50	77
377007	0	0	0
377047	0	0	0
3772	0	0	0
3773	0	0	0
3775	49	55	51
3776	0	0	0
377630	1	0	0
377677	35	33	45
3777	3	3	2
3778	1478	1498	1658
377841	23	22	16
3779	0	0	0
378	5607	5111	5973
3780	5	12	14
3781	1207	1035	1257
378108	3	2	3
3782	10	16	14
3783	0	0	1
3784	108	85	85
3785	18	25	31
3786	0	0	0
3787	0	0	0
378706	18	13	57
378708	51	72	56
3788	0	0	1
378805	35	37	60
378807	0	0	0
378825	0	0	0
378828	0	0	0
378832	0	1	0
378881	0	0	0
378884	8	2	3
378925	0	0	0
378938	6134	7146	8124
378948	0	0	0
378949	0	0	0
378950	0	0	0
378951	0	0	0
379	100	94	107
3790	175	175	197
379013	24	11	25
379025	969	989	1108
379034	0	0	0
3791	0	0	2
3792	20	6	16
3795	392	399	408
3796	1310	1152	1430
3797	828	778	937
3798	8	4	4
3799	13441	13260	15464
38	4223	3860	4575
3800	551	530	623
3801	2	5	2
3802	0	0	0
3804	0	0	0
3805	0	0	0
3809	0	0	0
381	4325	4141	4583
3811	0	0	0
3812	0	0	0
3814	1	2	1
3815	1	0	1
3816	1	1	2
3817	648	548	665
3818	14	10	12
382	3505	3462	3937
3820	0	0	0
3821	0	0	0
3822	1	0	3
3823	3	4	4
3824	1	0	0
3827	8	8	10
383	24	23	21
3831	1999	1936	2212
3832	931	806	1007
3833	1131	1039	1101
3834	5	1	12
3835	1749	1714	1942
3836	1963	1901	2110
3837	14609	13854	15974
3838	5525	4977	5677
3839	735	672	808
384	3413	3137	3602
3840	2427	2272	2662
3841	368	411	489
3842	6137	5780	6884
3843	3527	3108	3778
3845	2053	1938	2247
3846	9	3	8
3848	0	0	0
3849	0	5	1
3850	0	0	0
3851	0	0	0
3852	0	0	0
3853	0	0	0
3854	0	3	1
3855	1	3	1
3856	10738	9862	11109
3857	0	0	0
3858	582	493	606
3859	0	0	0
3860	0	0	1
3861	1	4	2
386593	0	0	0
386597	0	0	1
3866	0	0	0
386607	0	0	0
386617	1	0	1
386618	0	0	0
386627	6	4	9
386653	0	0	0
386672	0	0	0
386674	0	0	0
386675	0	0	0
386676	0	0	0
386677	0	0	0
386678	0	0	0
386679	0	0	0
386680	0	0	0
386681	0	0	0
386682	0	0	0
386683	0	0	0
386684	0	0	0
386685	0	0	0
386724	263	265	296
386746	0	0	0
386757	1	1	2
386758	31	44	55
3868	0	0	0
387	8334	7778	8791
387032	191	212	248
387036	39	45	60
387065	0	0	0
387066	384	401	385
387082	0	0	2
387097	9	1	3
387103	428	377	454
387104	0	0	0
387111	1	2	7
387119	95	91	121
387129	0	0	0
3872	0	0	0
387254	13	8	18
387263	1544	1376	1655
387264	2	0	0
387266	0	0	0
387267	0	0	0
387273	3	4	0
387316	0	0	0
387319	0	0	0
387332	0	0	0
387338	1541	1376	1598
387357	0	0	0
387486	0	0	0
387496	19	18	31
3875	10325	9662	11140
387509	96	88	126
387521	916	851	965
387522	0	0	0
387590	0	0	0
387597	22	24	26
387601	0	0	0
387628	44	45	52
387638	0	0	1
387640	9	21	17
387642	0	0	0
387644	16	16	21
387646	0	0	0
387647	294	319	323
387680	1201	1103	1290
387694	0	0	0
387695	0	0	0
387700	0	1	1
387707	2	1	1
387712	30	27	20
387715	0	0	1
387718	0	0	0
387720	0	0	0
387723	66	68	71
387733	0	0	0
387742	0	0	0
387748	0	0	0
387751	9	13	16
387755	0	0	0
387758	2	2	3
387763	0	0	1
387775	230	215	266
387778	0	1	1
387787	128	131	121
387804	0	0	0
387810	0	0	0
387836	2	0	1
387837	0	0	0
387841	3	6	4
387849	2	5	7
387856	5	1	3
387882	634	576	748
387885	2	3	6
387890	0	0	0
387893	1442	1417	1516
387895	0	0	0
387911	0	1	2
387914	1	1	2
387921	303	292	346
387923	0	0	0
387978	0	0	0
387990	0	0	0
388	2969	2791	3029
3880	3	1	6
388007	0	0	0
388011	0	0	0
388015	0	0	0
388021	63	69	58
388077	0	0	0
3881	0	0	0
388115	1316	1275	1398
388121	0	0	2
388125	0	0	0
388135	6	8	3
388152	25	24	26
388165	91	85	110
388182	13	23	27
388199	0	0	0
3882	0	0	0
388210	6	4	5
388228	1209	1188	1397
388242	0	0	0
388272	218	236	287
388276	0	0	0
388282	0	0	0
388284	15	17	18
388289	15	12	14
3883	0	0	0
388323	4	3	1
388324	45	55	44
388325	1	0	0
388327	167	116	151
388333	0	0	0
388335	0	0	0
388336	0	0	0
388341	155	134	141
388364	0	0	0
388381	0	0	0
388387	0	1	0
388389	195	169	215
388394	0	1	3
3884	0	0	0
388403	473	479	543
388406	0	0	0
388407	1	0	0
388419	0	0	0
388428	0	0	0
388436	0	0	0
388456	0	0	0
388468	0	0	0
388499	3	3	1
3885	0	0	0
388503	0	0	0
388507	9	2	15
388512	0	0	0
388514	1	0	0
388523	51	37	52
388524	474	452	536
388531	56	51	66
388533	1	2	0
388536	147	138	187
388550	0	0	0
388551	0	0	0
388552	258	252	287
388553	0	2	3
388555	0	0	0
388558	271	258	289
388559	278	235	307
388561	751	724	831
388564	188	156	211
388566	514	452	614
388567	235	238	241
388569	213	210	207
388574	1	4	3
388581	14	12	8
388585	0	0	0
388588	64	50	55
388591	189	170	230
388595	0	0	0
3886	0	0	0
388610	269	247	275
388611	35	28	41
388630	48	56	35
388633	26	20	38
388646	0	0	0
388649	0	0	0
388650	222	191	207
388662	26	19	19
388667	0	0	0
388677	27	32	47
388685	216	171	211
388692	1	6	4
388695	443	360	426
388697	0	0	0
388698	0	0	0
3887	0	0	0
388701	3	3	3
388714	1	0	0
388719	0	3	3
388722	215	182	207
388730	52	49	51
388743	0	2	2
388753	449	432	505
388759	0	1	0
388762	0	0	0
388780	16	25	23
388789	1061	1064	1153
388795	0	0	0
388796	264	266	279
388799	2	0	0
3888	0	0	0
388813	0	0	0
388815	816	910	978
388818	0	0	0
388820	0	0	0
388830	0	0	0
388849	0	0	0
388882	0	0	0
388886	335	333	362
3889	0	0	0
388906	16	25	18
388910	0	0	0
388931	1	0	0
388939	0	0	0
388942	0	0	0
388946	0	0	0
388948	1	2	0
388951	0	0	0
388960	0	0	0
388962	454	369	448
388963	154	175	193
388965	0	0	1
388969	914	907	964
389	7519	7378	8227
3890	0	0	0
389015	0	0	0
389023	0	0	0
389033	0	1	1
389043	0	0	0
389058	0	0	0
389072	627	590	663
389073	1	1	1
389075	0	0	0
389084	12	10	3
389090	0	0	0
3891	0	0	0
389102	0	0	0
389114	0	2	3
389118	0	2	2
389119	4	3	8
389123	0	0	0
389124	0	0	0
389125	20	13	17
389136	0	0	0
389151	0	0	0
389152	0	0	0
389158	0	0	0
389161	0	0	0
389170	18	11	16
389177	0	0	0
389197	21	13	17
389199	0	0	0
3892	0	0	0
389203	928	865	1044
389206	350	304	391
389207	0	0	0
389208	1	4	3
389247	8	9	9
389257	10	4	8
389273	0	0	0
389289	5	5	8
389320	2	0	0
389332	0	0	0
389333	34	38	38
389336	6	1	4
389337	1550	1473	1581
389362	217	196	271
389376	4	3	3
389383	0	0	0
389384	1	0	0
389396	27	34	53
389400	0	0	0
389421	0	0	0
389432	100	86	131
389434	166	218	233
389458	0	0	0
389493	0	0	0
3895	3997	4007	4527
389524	72	59	83
389538	300	285	338
389541	1687	1559	1727
389549	0	0	1
389558	1	1	3
389602	0	0	0
389607	13	11	10
389610	4	1	2
389633	0	1	1
389634	2	0	0
389641	303	258	271
389643	2	0	3
389649	1	0	1
389658	0	0	0
389668	91	76	106
389676	0	0	0
389677	1185	1184	1331
389690	0	0	0
389692	5	3	1
3897	14	11	19
389705	0	0	0
389715	0	0	0
389730	0	0	0
389741	76	79	65
389761	0	0	0
389762	0	0	0
389763	0	0	0
389765	53	62	70
389766	3	0	1
389791	3	8	11
389792	82	82	93
389799	1	2	2
3898	4110	3704	4383
389812	4	1	2
389813	126	92	151
389816	43	44	56
389827	0	0	0
389831	128	138	216
389834	459	434	536
389840	2	6	3
389852	0	0	0
389856	137	149	157
389857	0	0	0
389860	1	0	0
389874	0	0	0
389895	3	9	8
389898	0	1	1
3899	943	875	1028
389901	5	3	9
389903	353	322	356
389906	158	129	162
389932	0	0	0
389941	0	0	1
39	2603	2351	2755
390	1	0	0
390003	0	0	0
390010	4	2	0
390036	0	0	0
390037	0	0	0
390038	0	0	0
390054	0	0	0
390058	0	0	0
390059	0	0	0
390061	0	0	0
390063	0	0	0
390064	0	0	0
390066	0	0	0
390067	0	0	0
390072	0	0	0
390075	0	0	0
390077	0	0	0
390078	1	5	0
390079	0	0	0
390081	0	0	0
390083	0	0	0
390084	0	0	0
390093	0	0	0
390110	0	0	0
390113	0	0	0
390142	0	0	0
390144	0	0	0
390148	0	0	0
390151	0	0	0
390152	0	0	0
390154	0	0	0
390155	0	0	0
390157	0	0	0
390162	0	0	0
390167	0	0	0
390168	0	0	0
390174	0	0	0
390181	0	0	0
390190	0	1	0
390191	4	0	2
390195	0	0	0
390197	0	0	0
390199	0	0	0
3902	11	11	12
390201	0	0	0
390205	52	37	31
390212	0	0	0
390213	3	3	5
390226	0	0	0
390231	0	0	0
390243	0	0	0
390245	0	0	1
390259	0	0	0
390260	0	0	0
390261	0	0	0
390264	0	0	0
390265	0	0	0
390271	0	0	0
390275	9	8	7
390288	0	1	0
3903	0	0	0
390321	0	0	0
390323	0	0	0
390326	0	0	0
390327	0	0	0
390340	0	0	0
3904	0	0	0
390429	0	0	0
390431	0	0	0
390433	0	0	0
390436	0	0	0
390437	0	0	0
390439	0	0	0
390442	0	0	0
390443	0	0	0
390445	0	0	0
390535	0	0	1
390538	0	0	0
390539	0	0	0
390561	3	0	1
390594	0	0	0
390595	33	21	30
390598	7	14	15
3906	0	0	0
390616	0	2	1
390637	290	251	307
390648	0	0	0
390649	0	0	0
390651	2	0	1
390660	0	0	0
390664	0	0	0
390667	2	6	2
390705	0	0	0
390732	0	0	0
390748	0	0	0
390756	0	0	0
390790	0	0	0
390792	0	0	0
3908	1	2	0
390858	0	0	0
390874	0	0	0
390877	1	0	1
390882	0	0	0
390883	0	0	0
390892	0	0	0
3909	4704	4453	5216
390916	1688	1567	1760
390927	515	508	570
390928	0	0	0
390937	0	0	0
390940	5	5	4
390956	0	0	0
390963	54	60	79
390980	352	342	422
390992	0	0	0
390999	0	0	0
391	595	517	574
3910	0	3	1
391002	0	0	0
391003	0	0	0
391004	0	0	0
391013	0	0	0
391026	0	0	0
391037	0	0	1
391051	26	41	41
391059	185	159	179
3911	2773	2668	3196
391104	2	0	0
391107	0	0	0
391109	0	0	0
391112	0	0	0
391114	0	0	0
391123	0	0	1
391189	0	0	0
391190	0	0	0
391191	0	0	0
391192	0	0	0
391194	0	0	0
391195	0	0	1
391196	0	0	0
3912	523	584	607
391211	0	0	0
391253	0	0	0
391257	0	0	0
391267	0	0	0
3913	5631	5426	5989
391356	690	634	759
391365	0	1	4
3914	19	7	9
391475	3	0	0
3915	5421	5196	5920
391518	0	0	0
3916	2112	2045	2376
391622	0	0	0
391627	0	0	0
391712	0	1	0
391722	0	0	1
391723	0	2	0
3918	1	0	1
392	2735	2656	2780
3920	6283	6026	6954
3921	24142	22441	25187
392138	0	0	0
392188	0	0	0
392196	0	0	0
392197	2	0	0
392232	0	0	0
392255	2	0	1
392275	0	0	0
392285	0	0	0
392288	0	0	0
392307	20	24	15
392309	0	0	0
392360	0	0	0
392364	2	0	0
392376	5	3	5
392390	0	0	0
392391	0	0	0
392392	0	0	0
392399	0	0	0
392452	0	0	0
392459	0	0	0
392465	18	13	32
392490	1	2	3
3925	4487	4156	4718
392509	0	0	0
392617	74	67	71
392636	0	5	2
3927	8438	8307	9256
392843	0	0	0
392862	52	42	67
3929	4	4	0
393	180	206	215
3930	1437	1346	1494
393046	0	0	0
3931	1	1	0
3932	0	0	0
3933	0	0	0
3934	2	3	6
3936	863	863	940
3937	1	2	0
3938	0	0	1
3939	11427	10495	12236
394	2168	1991	2395
394263	0	0	0
3945	10989	9749	11358
3948	1	1	0
3949	1878	1810	2302
395	1478	1344	1586
3950	0	0	0
3952	0	0	0
3953	14	18	22
3954	3126	2861	3235
3955	62	66	57
3956	11	11	11
3957	0	0	0
3958	0	0	0
3959	492	482	507
396	8945	8581	9688
3960	20	16	18
3963	0	0	0
3964	1481	1494	1694
3965	1	0	2
397	0	1	1
3972	0	0	1
3973	0	0	0
3975	0	1	0
3976	140	128	124
3977	679	694	795
3978	595	534	656
398	41	39	44
3980	2003	1999	2129
3981	338	338	388
3982	0	0	0
3983	3688	3539	4061
3984	2152	2027	2302
3985	1631	1688	1783
3987	851	770	939
3988	1430	1392	1509
399	34	39	48
3990	0	0	0
3991	4	3	0
3992	2360	2088	2419
3993	2332	2311	2634
399473	70	66	77
399474	0	2	1
3995	610	572	670
399512	524	542	629
3996	2001	1957	2131
399664	454	445	532
399665	2434	2154	2522
399668	45	30	36
399669	0	0	0
399670	0	0	0
399671	0	0	0
399687	1976	1959	2151
399693	0	1	4
399694	25	28	32
399697	1	2	1
399706	0	0	0
399708	12	18	13
399715	1	4	1
399716	2	0	1
399717	0	0	0
399726	21	28	27
399744	174	197	229
399746	0	0	0
399761	84	90	98
3998	3701	3461	4144
399806	0	0	0
399814	0	0	0
399815	114	100	130
399818	489	486	507
399821	233	235	258
399823	0	0	0
399827	4	1	1
399829	1	1	6
399833	0	1	0
399844	16	26	17
399876	0	0	0
399881	0	0	0
399886	0	0	0
399888	1	3	1
399900	20	31	37
399909	3456	3375	3727
399923	0	0	0
399939	0	0	0
399940	0	0	0
399947	0	0	0
399948	4953	4662	5396
399949	0	0	0
399959	0	0	0
399967	9	8	8
399968	0	0	0
399972	199	190	238
399979	3626	3376	3792
40	0	0	0
400	3070	2748	3389
4000	3000	2668	3195
400002	0	0	0
400027	993	948	1077
400043	3	0	1
400046	8	5	10
400058	104	111	92
400073	502	427	553
400084	0	0	0
400087	0	0	0
4001	4039	3803	4369
400110	8	13	12
400120	0	0	0
400121	0	0	0
400123	0	0	0
400128	21	8	13
400165	0	0	0
400221	3	2	3
400224	145	181	149
400236	177	172	175
400238	0	0	0
400242	145	166	157
400258	3	0	0
400322	739	741	874
400359	0	0	0
400360	0	0	0
4004	5	5	13
400410	176	140	197
400451	915	855	1016
400454	0	0	0
400456	0	0	0
400499	2	1	1
4005	0	1	1
400500	1	1	0
400506	1107	989	1159
400508	6	8	5
400511	0	0	0
400512	2	0	1
400533	0	0	0
400548	1	1	0
400550	0	0	0
400553	0	0	0
400558	0	0	0
400566	241	236	242
400569	714	625	741
400578	0	0	0
400579	10	4	7
400581	0	0	0
400591	0	0	0
400604	99	90	121
400612	1	1	0
400617	13	9	23
400618	0	1	1
400619	2	1	2
400620	0	0	0
400622	0	0	0
400624	0	0	0
400627	0	0	0
400629	34	37	21
400643	0	0	0
400644	0	0	0
400654	0	0	0
400655	1	6	5
400657	477	464	522
400658	0	0	0
400668	0	0	0
400673	182	179	247
400680	1	0	1
400684	45	45	52
400685	14	17	36
400696	0	0	1
4007	284	231	281
400709	0	0	0
400710	0	0	0
400713	359	319	367
400720	1161	1104	1241
400728	11	8	9
400735	0	0	0
400736	0	0	0
400743	0	0	0
400745	23	35	37
400746	4	0	0
400748	0	0	0
400752	174	194	217
400756	1	7	9
400757	0	0	0
400759	0	0	0
400761	2	1	2
400765	0	0	0
400768	0	0	0
400793	291	303	310
400794	0	0	0
400797	0	0	0
400798	10	10	14
400799	0	0	0
4008	94	79	114
400800	0	0	0
400804	0	0	0
400812	8	13	18
400818	208	191	272
400823	32	51	54
400830	27	35	37
400831	0	0	0
400839	0	0	0
400850	93	101	121
400863	10	7	18
400866	0	0	0
400867	0	1	0
400870	0	0	0
400891	1	2	0
400892	63	54	62
4009	0	0	0
400916	1958	1871	2029
400927	11	16	18
400931	168	185	184
400932	193	173	214
400935	6	4	6
400940	0	0	0
400941	0	0	0
400945	0	1	3
400946	0	0	0
400950	0	0	0
400952	0	0	0
400954	41	49	51
400955	0	0	0
400957	1	0	0
400958	0	0	0
400960	144	119	132
400961	416	411	397
400966	0	0	0
400986	35	49	65
400997	3	5	8
400999	10	10	6
401	0	0	0
4010	613	634	594
401010	1	1	3
401014	0	0	1
401022	3	11	10
401024	12	11	14
401027	0	1	1
401036	0	0	1
401039	0	0	0
401040	0	0	0
401052	142	96	117
401067	0	0	0
401074	214	209	241
401081	0	0	0
401082	0	0	0
401089	0	0	2
401093	54	37	68
401097	4	6	11
401098	6	10	4
401103	0	0	0
401105	1	1	0
401106	16	10	17
401109	10	6	16
401115	118	74	94
401124	0	0	0
401127	3	4	7
401134	0	0	0
401135	0	0	0
401136	0	0	0
401137	0	0	0
401138	1	0	4
401145	0	1	1
401149	289	291	346
401152	2269	2049	2312
401164	3	9	8
401172	0	0	0
401177	0	0	0
401190	0	0	0
4012	502	536	584
401207	315	258	354
401230	0	0	0
401232	78	95	122
401233	15	23	23
401236	5	3	2
401237	1	2	0
401242	2	1	3
401247	6	5	10
401250	0	0	0
401251	0	0	0
401253	0	0	0
401258	0	0	0
401260	0	0	0
401261	25	33	41
401262	2	1	5
401264	360	310	341
401265	27	34	47
401281	1	0	0
401282	0	0	0
401285	0	0	0
401286	0	0	0
401287	72	73	76
401288	48	48	48
401289	0	0	0
401296	0	0	0
4013	294	306	334
401303	116	105	125
401312	0	0	0
401320	293	341	406
401321	36	35	42
401324	0	0	0
401331	71	76	95
401335	0	0	0
401337	15	24	9
401357	0	0	0
401387	1	0	0
401388	0	0	0
401397	1102	1107	1288
401399	7	5	15
4014	0	0	0
401409	547	501	552
401427	7	17	15
401428	0	0	0
401431	253	174	238
401442	0	0	0
401447	0	0	0
401463	0	0	1
401466	910	861	979
401474	455	414	453
401478	0	0	0
401480	11	12	9
401491	20	22	13
401492	0	0	0
401494	0	0	2
401497	0	0	0
401498	0	0	0
4015	3	1	2
401505	1555	1363	1702
401507	0	0	0
401508	0	0	0
401509	61	81	71
401535	0	0	0
401541	189	218	253
401546	1114	1008	1165
401548	980	935	1118
401551	2	3	2
401554	0	0	0
401557	0	0	0
401561	0	0	0
401562	0	0	0
401563	8	21	9
401565	22	27	29
401577	67	58	100
401585	2	3	1
401588	343	303	305
401589	0	0	0
4016	53	42	72
401612	13	10	11
401613	0	0	0
401647	0	0	1
401665	2	4	0
401666	0	0	0
401667	0	0	0
4017	20	21	16
401720	3	1	1
4018	5	4	4
401884	566	517	627
401898	27	30	26
401934	10	10	19
401944	3	3	3
401992	0	0	0
401993	0	0	0
401994	0	0	0
402	978	879	991
402055	333	303	356
402096	0	0	0
402117	1	0	1
402135	0	0	0
402160	17	24	26
402176	4	1	5
402269	0	0	0
4023	0	0	0
402317	0	0	0
402381	0	0	3
402415	17	26	21
402483	936	982	1108
4025	15	9	8
402569	2	0	0
402573	9	11	11
4026	5977	5472	6507
402665	5	3	2
402682	155	154	176
402778	9	15	8
402779	0	0	0
403	1406	1365	1554
403150	1	0	6
403239	0	0	0
403244	0	0	0
403253	0	0	0
403257	0	0	0
403273	0	0	0
403274	0	0	0
403277	0	0	0
403278	0	0	0
403282	0	0	0
403284	0	0	0
4033	0	0	0
403312	0	0	0
403313	1275	1223	1420
403314	0	0	0
403315	0	0	0
403323	66	63	59
403339	0	0	0
403340	2	0	1
403341	736	706	747
4034	1536	1579	1560
4035	1583	1600	1723
4036	0	0	0
4037	1823	1611	1925
4038	13	17	31
4040	1136	1103	1322
404037	0	0	1
404093	615	653	709
4041	2886	2636	3040
404201	79	74	84
404203	1	0	0
404216	0	0	0
404217	1405	1211	1470
404220	0	1	0
404266	0	0	2
404281	115	98	129
4043	3453	3200	3647
4045	0	0	0
404550	31	23	44
404552	0	0	0
4046	0	0	0
404636	628	629	682
404663	0	3	0
404665	5	5	1
404672	846	781	843
4047	4027	3750	4305
404734	7	4	7
404744	0	0	0
404770	0	0	0
404785	0	0	0
4048	2428	2319	2737
4049	3	4	1
405	3035	2794	3273
4050	0	0	0
4051	3	0	2
4052	124	114	126
4053	531	428	510
4054	1498	1398	1596
4055	4412	4155	4635
4056	36	38	39
4057	22	15	16
405753	0	0	0
405754	0	0	0
4058	1	2	5
4059	2234	2215	2544
406	176	177	196
4060	0	4	4
4061	1374	1207	1258
4062	0	0	0
4063	1	0	0
4064	0	0	0
4065	0	0	1
4066	3	9	6
4067	1009	951	1104
4068	0	0	0
406881	0	0	0
406882	0	0	0
406883	0	0	0
406884	0	0	0
406885	1	0	0
406886	13	7	14
406887	1	0	0
406888	0	1	0
406889	0	0	0
406890	0	0	0
406891	0	1	0
406892	0	0	0
406893	0	0	0
406894	0	0	0
406895	0	0	0
406896	0	0	0
406897	0	0	0
406898	0	0	0
406899	0	0	0
4069	1	3	2
406900	0	1	4
406901	0	0	0
406902	0	0	0
406903	0	0	0
406904	0	0	0
406905	0	0	0
406906	0	0	0
406907	0	0	0
406908	0	0	0
406909	0	0	0
406910	0	0	0
406911	0	0	0
406912	1	0	2
406913	0	0	0
406914	0	0	0
406915	0	0	0
406916	0	0	0
406917	0	0	0
406918	0	0	0
406919	0	0	0
406920	0	0	0
406921	0	0	0
406922	0	0	0
406923	0	0	0
406924	0	0	0
406925	0	0	0
406926	0	0	0
406927	0	0	0
406928	0	0	0
406929	0	0	0
406930	0	0	0
406931	0	0	0
406932	0	0	1
406933	4	4	3
406934	0	0	0
406935	0	0	0
406936	0	0	0
406937	0	0	0
406938	0	0	0
406939	0	0	0
406940	0	0	0
406941	0	0	0
406942	0	0	0
406943	0	0	0
406944	0	0	0
406945	0	0	0
406946	0	0	0
406947	0	0	0
406948	2	0	0
406949	0	0	0
406950	0	0	0
406951	0	0	0
406952	0	0	0
406953	0	0	0
406954	0	0	0
406955	0	0	0
406956	0	0	0
406957	0	0	0
406958	0	0	0
406959	0	0	0
406960	0	0	0
406961	0	0	0
406962	9	16	7
406963	0	0	0
406964	0	0	0
406965	0	0	0
406966	0	0	0
406967	0	0	0
406968	0	0	0
406969	0	0	0
406970	0	0	0
406971	0	0	0
406972	0	0	0
406973	0	0	0
406974	0	0	1
406975	0	0	0
406976	0	0	0
406977	0	0	0
406978	0	0	0
406979	0	0	0
406980	0	0	0
406981	0	0	0
406982	0	0	0
406983	1	9	3
406984	5	1	3
406985	1	1	4
406986	0	0	0
406987	0	0	0
406988	0	0	0
406989	0	0	0
406990	0	0	0
406991	0	0	0
406992	0	0	2
406993	0	0	0
406994	0	0	0
406995	0	0	0
406996	0	0	0
406997	0	0	0
406998	0	0	0
406999	0	0	0
407	0	0	0
4070	12	17	12
407000	0	0	0
407001	0	0	0
407002	1	0	0
407003	0	0	0
407004	0	0	0
407006	3	4	5
407007	0	0	0
407008	0	0	0
407009	0	0	0
407010	0	0	0
407011	2	1	0
407012	0	0	1
407013	0	0	0
407014	21	17	27
407015	0	0	0
407016	0	0	0
407017	0	0	1
407018	0	0	0
407019	1	0	2
407020	0	0	0
407021	0	1	0
407022	0	0	0
407023	0	0	0
407024	0	0	0
407025	3	2	5
407026	41	30	28
407027	1	0	0
407028	0	0	0
407029	0	0	0
407030	0	0	0
407031	0	0	0
407032	2	0	0
407033	0	0	0
407034	0	0	0
407035	0	0	0
407036	0	0	0
407037	0	0	0
407039	0	0	0
407040	3	0	3
407041	0	0	0
407042	0	0	0
407043	8	15	9
407044	0	0	0
407045	0	0	0
407046	0	0	0
407047	0	0	0
407048	0	0	0
407049	0	0	0
407050	1	0	3
407051	0	0	0
407052	0	0	0
407053	0	0	0
407054	0	0	0
407055	0	0	0
407056	0	0	0
4071	69	51	71
4072	2676	2548	2991
4074	1665	1601	1849
4076	14418	13384	15243
4077	5244	4958	5777
407738	0	0	0
407835	5	2	2
407975	86	74	97
407977	0	0	0
408	2706	2592	2896
408029	0	0	0
408050	170	182	211
4081	0	0	0
408186	36	22	19
408187	0	0	0
4082	2589	2435	2818
408263	2	1	0
4084	305	297	343
4085	876	856	975
4086	492	477	560
4087	1956	1852	2158
4088	473	464	535
4089	1423	1357	1553
409	1262	1103	1406
4090	2104	1963	2307
4091	94	85	104
4092	305	299	351
4093	207	211	273
4094	206	210	257
4097	1064	1011	1171
4099	0	0	0
41	300	352	349
410	417	423	466
4100	104	100	111
4101	28	28	21
4102	2860	2550	2929
4103	128	96	120
4104	0	0	0
4105	2008	1926	2103
4107	11	8	9
4108	0	0	0
4109	361	314	347
411	537	417	526
4110	3	2	2
4111	1781	1783	1875
4112	0	0	0
4113	0	0	0
4114	0	0	0
4115	0	0	0
4116	518	453	518
4117	19	21	27
4118	0	0	0
412	304	318	311
4121	314	246	342
4122	2416	2538	2811
4123	1807	1854	1988
4124	807	764	910
4125	3948	3712	4202
4126	1114	1125	1207
4128	23064	20930	24232
4129	2	5	6
4130	327	325	392
4131	18396	17636	21046
4133	473	417	472
4134	10098	9812	11273
4135	3	0	3
4137	456	470	480
4139	257	283	322
414	3310	3188	3626
4140	2082	1972	2237
414059	0	0	0
414060	0	0	0
414062	0	0	0
4141	5740	5391	6098
414149	233	222	253
414152	0	0	1
414157	9	20	16
414189	268	263	296
414194	52	35	41
414196	0	0	1
414197	0	0	1
4142	0	0	0
414201	0	1	1
414208	4	4	4
414212	43	44	40
414216	39	50	51
414224	10	3	5
414235	0	0	0
414236	0	0	0
414241	1	0	0
414243	1	5	4
414245	10	8	10
414260	0	0	0
4143	23	27	26
414301	0	0	0
414318	48	59	54
414319	0	0	0
414325	0	0	0
414328	315	335	421
414332	0	0	0
414351	0	0	1
4144	5562	5299	6056
4145	0	0	0
4146	3	3	3
4147	11	14	28
414760	5	8	9
414763	0	0	0
414764	0	1	0
414765	8	11	10
414766	19	20	28
414777	895	828	988
414778	6	17	8
4148	5	8	8
414899	0	0	0
4149	1402	1350	1400
414918	258	225	212
414919	1073	954	1105
414926	14	7	4
414927	0	0	0
415	0	0	0
4150	9938	9301	10473
415056	0	0	0
4151	1848	1659	1880
415116	804	730	789
415117	178	149	189
4152	1726	1708	1906
4153	0	0	0
4154	1715	1861	1996
4155	1637	1526	1800
4157	172	142	205
4158	0	0	0
4159	0	0	0
416	0	0	0
4160	0	0	0
4161	0	0	0
4162	10	19	11
4163	225	202	219
4166	5	1	0
4168	0	0	0
417	0	0	0
4170	10519	9887	11634
4171	3815	3552	4002
4172	2157	1972	2105
4173	4017	3884	4112
4174	1830	1713	1965
4175	2193	1847	2222
4176	6221	5943	6807
4179	3012	3116	3495
4184	0	0	0
4185	315	303	339
4188	0	0	0
4189	323	297	381
419	0	0	0
4190	2691	2571	2775
4191	11335	10848	11995
4192	1136	1047	1136
4193	4584	4437	5019
4194	1290	1161	1344
4199	3309	3143	3603
420	0	0	0
