GeneID	Du145 siControl	Du145 siCDCA2	PC4	LNCap	22RV1	Du145	PC3	Prostate
25976	718	1077	272	109	53	1709	1750	275
107986148	1	1	2	2	0	6	12	0
730091	12	25	9	14	37	68	27	22
647033	113	245	262	270	362	322	214	43
389170	5	6	1	12	5	26	31	7
339894	9	14	0	3	2	18	7	0
105374177	5	8	0	0	0	9	10	0
100498859	0	0	0	0	0	1	1	0
57018	158	344	1595	1477	614	2043	2199	1189
101928236	2	9	17	24	14	15	50	13
105374179	0	0	1	0	2	3	11	1
79674	16	39	21	1	2	30	497	27
5806	6	26	1	0	1	20	1439	9
152078	41	56	0	0	2	64	157	6
6474	7	2	69	25	54	63	16	6
51319	111	98	809	484	627	384	407	178
110599565	0	0	1	0	0	1	0	0
100996447	3	3	37	12	44	13	14	11
4291	309	507	717	383	116	476	286	56
85476	561	750	946	2968	348	1526	855	341
56925	12	8	1	207	90	37	611	80
5918	9	15	5	6	3	33	7	53
112268457	0	0	0	2	2	3	1	4
100287290	8	23	57	63	19	71	21	51
64747	348	164	943	1403	277	885	716	466
105374181	0	0	2	5	6	4	6	25
100505385	73	115	4	4	2	183	182	51
654502	0	0	0	1	0	0	153	0
29970	73	115	4	4	2	183	165	52
100500803	0	0	0	0	0	0	0	0
100874433	0	0	0	0	0	0	0	0
101928351	0	0	0	0	0	5	2	0
101928376	1	1	0	0	0	6	1	0
3592	11	26	8	10	1	47	25	0
730109	0	0	0	0	0	0	0	0
105374314	0	0	0	0	1	0	0	0
107986149	0	0	0	0	0	0	0	0
401097	6	11	36	22	32	36	2	10
100174949	211	152	517	315	99	980	708	121
57560	176	130	352	244	86	778	571	113
10051	1003	1010	5701	1947	1492	7661	8730	232
406949	0	0	0	0	0	0	0	0
406951	0	0	0	0	0	0	0	0
286827	220	104	758	220	125	814	604	29
3840	976	1201	1878	1691	753	2739	3956	659
677767	0	0	2	0	5	1	2	2
80117	10	28	0	6	1	32	296	0
151742	64	78	204	158	114	229	385	189
8706	152	204	47	1	136	337	2303	182
105374186	0	0	0	0	3	1	2	1
51068	711	1005	1279	505	286	1484	2616	353
105374187	0	4	17	1	9	25	28	15
112268450	0	0	37	2	6	9	69	9
165679	0	0	172	2	4	7	2724	494
107986150	0	0	0	0	0	0	0	0
101243545	1160	1596	1271	1006	1445	1341	588	414
131149	0	0	0	0	0	0	0	0
107986048	0	0	0	0	0	0	0	0
107986049	0	0	0	0	0	0	1	0
647107	0	0	0	0	4	0	4	0
105374188	0	0	0	0	4	0	0	0
102724419	0	0	0	0	0	0	0	0
100302148	0	0	0	0	0	0	0	0
105374189	0	0	0	0	0	0	0	0
105374190	0	0	0	0	0	0	0	0
105374191	0	0	1	2	0	0	1	0
107986151	0	0	0	0	0	0	0	0
104355289	0	0	0	0	0	0	0	1
107986050	0	0	0	0	0	0	0	0
6476	0	0	151	3	8	0	0	28
105374192	0	0	0	0	0	0	0	0
101928405	0	0	0	0	0	0	0	0
22865	0	0	116	45	3	0	8	22
103695433	15	13	1	1	1	30	0	1
590	683	453	1770	123	8	2781	189	57
105374194	0	0	0	0	0	0	0	0
105374193	0	0	2	0	3	0	0	0
105374195	0	0	2	0	6	0	0	0
105374196	0	0	1	0	0	0	1	0
79740	1	0	10	28	6	6	21	5
104310350	0	0	0	0	0	0	0	0
5276	0	0	0	0	0	0	0	6
105374197	0	0	0	0	0	0	0	0
151790	0	0	0	0	0	1	1	2
11235	527	613	483	709	132	1058	898	250
5274	64	72	10	55	34	148	47	90
646168	0	0	0	0	0	0	0	0
107986152	10	2	106	30	73	94	105	45
27333	130	115	1126	371	185	1358	1466	194
93556	0	1	5	0	2	0	15	1
693136	0	0	0	0	0	0	0	0
105374200	0	0	0	0	0	0	0	0
100507661	0	0	0	0	2	0	1	0
105374201	0	0	0	0	0	0	0	0
107986051	0	0	0	0	0	0	0	0
2122	61	68	340	19	76	279	610	73
105374206	0	0	1	0	0	0	1	0
105374205	0	0	0	0	0	0	0	1
7012	1	0	1	1	6	1	5	0
84517	17	33	37	40	1	56	75	6
100189318	0	0	0	1	5	0	0	0
55892	209	379	648	412	439	542	528	160
151827	54	78	49	13	39	201	148	25
344657	0	3	4	0	6	4	10	0
79782	0	1	181	3	9	2	9	17
344658	0	0	0	0	0	0	0	0
100128164	2	2	2	3	1	1	27	24
7095	1091	723	2700	2071	2573	3330	4026	2640
26996	171	128	821	242	48	260	44	357
80012	365	442	1845	1466	224	2960	2293	935
105374209	0	0	5	5	5	5	1	4
5584	949	798	1965	1411	313	2770	1896	651
6498	223	163	620	620	220	1046	1440	454
5010	363	979	8	6	309	1242	1634	118
102465497	0	0	0	0	0	0	0	0
57709	0	3	0	0	6	0	2	24
101928583	0	0	0	0	7	1	0	4
105374211	0	0	0	0	0	0	0	0
200916	500	1577	193	4071	2059	657	229	115
56648	65	34	91	185	20	171	524	40
6514	0	0	1	1	0	0	0	0
23043	87	73	84	44	46	571	717	92
105374216	0	1	0	0	0	2	4	3
693154	0	0	0	0	0	1	1	0
102724479	15	18	0	1	0	36	31	1
5337	86	86	49	3	0	445	886	56
389177	0	0	0	0	0	0	2	0
100874219	1	0	0	0	0	0	0	0
105374218	0	0	0	0	0	0	0	0
105374217	0	0	0	0	0	0	1	0
64778	1187	1189	1836	813	96	5853	4954	575
107986153	10	25	6	16	5	47	69	28
2693	0	0	2	0	0	0	3	2
8743	9	5	1339	314	2	25	62	956
105374219	0	0	0	0	1	0	0	0
57552	3579	3608	531	975	47	7307	2735	137
1894	1903	1301	3338	1214	329	5024	3595	63
107986052	0	0	1	0	0	0	0	0
83893	0	0	0	0	0	0	0	0
105374221	0	0	0	0	0	0	0	0
105374220	0	0	0	0	0	0	0	0
105374224	0	0	0	0	0	0	0	0
22871	0	2	425	29	336	6	113	77
105374225	0	0	1	0	3	0	0	0
100874010	0	0	3	1	0	0	0	0
105374226	0	0	9	0	0	0	0	0
254827	3	2	1545	1016	208	8	98	227
107986027	0	0	23	9	5	0	2	4
100862679	0	0	2	2	0	0	0	0
100874244	0	0	363	0	0	0	0	2
100616395	0	0	0	0	0	0	0	0
100874245	0	0	0	0	0	0	0	0
102465858	0	0	0	0	0	0	0	0
105374230	0	0	0	2	0	0	0	0
100505547	0	0	11	4	0	0	0	0
105374229	0	0	2	0	0	0	0	0
101928684	0	0	0	0	0	0	0	0
79718	1020	449	7260	6768	1170	3425	3349	1857
107986053	0	0	0	0	0	0	0	0
100820709	0	0	0	1	0	0	2	1
100505566	0	0	1	10	0	1	0	36
101928711	0	0	0	1	0	1	0	25
102724550	1	0	0	104	0	4	73	1
107986154	0	0	0	2	0	0	1	0
105374234	0	0	0	3	0	0	0	0
107986155	0	0	0	3	0	0	0	2
107986156	0	0	0	0	0	0	0	2
105374235	0	0	81	38	3	0	0	188
100874330	0	0	0	0	0	0	2	0
104797538	0	0	2	2	59	0	0	0
10242	0	0	0	0	12	0	0	7
64393	295	234	371	893	88	740	508	209
101928739	0	0	0	0	0	0	0	0
5290	351	275	666	237	108	1112	1510	231
27094	31	20	88	107	169	175	187	68
51193	355	469	1149	573	187	829	1152	275
55669	526	438	1411	1961	309	1765	1941	607
59345	657	535	1503	828	62	1909	1525	223
107986157	0	0	0	0	0	0	0	0
86	803	1008	2107	701	154	1595	1714	220
57129	437	556	804	682	785	670	789	128
4711	984	928	938	898	721	1428	1375	362
107986158	25	23	131	48	84	69	81	33
8975	184	227	1418	692	275	539	1004	212
51555	2	1	39	3	157	32	25	4
101928790	0	0	0	0	0	0	0	0
100505609	0	0	0	0	0	0	1	0
101928856	0	2	1	2	3	3	3	6
151613	50	42	976	817	317	1105	1837	995
339829	2	2	74	58	4	141	241	56
101928882	0	0	0	0	0	0	0	3
105374240	0	0	1	0	0	0	0	0
8087	1076	1264	2381	1833	787	3644	4354	876
131118	114	159	402	552	373	246	364	293
347689	0	1	0	0	21	3	2	14
102724604	0	0	0	0	0	0	0	0
6657	0	0	0	1	14	0	3	33
100996490	0	0	0	0	0	0	0	0
105374242	0	0	0	0	0	0	0	0
105374243	0	0	0	0	0	0	0	0
401103	0	0	1	0	0	0	0	0
105374244	0	0	0	0	0	0	0	0
102724617	0	0	0	0	0	0	0	0
107986054	0	0	0	0	0	0	0	0
105374245	1	0	0	1	0	6	5	0
23200	1032	738	2264	2666	92	3245	2441	867
54165	460	268	1064	1169	152	1201	1537	253
105374246	0	0	2	2	2	2	0	1
56922	80	130	1110	1614	387	367	363	444
105374247	0	0	2	4	0	0	0	4
27074	53	262	5	13	138	191	1276	46
23101	87	40	168	19	4	210	828	44
84002	518	399	1257	16	7	1211	4513	98
107986160	14	44	7	23	1	121	435	7
107986161	0	1	1	1	0	19	37	3
100505687	55	64	30	21	22	103	227	50
109616971	0	0	0	0	0	0	0	0
109617007	0	0	0	0	0	1	8	0
89857	0	0	1	0	0	0	2	7
100874019	0	0	0	0	0	0	0	0
105374248	0	0	2	1	0	0	0	1
107986162	2	4	4	17	1	7	18	2
54800	190	91	411	669	275	637	903	344
55689	299	402	1286	892	246	2666	2433	348
100874113	1	4	40	18	2	50	36	20
79929	18	50	88	39	36	49	96	38
55486	463	787	709	672	922	874	758	313
100616127	0	0	0	0	0	0	0	0
10057	142	279	3954	1511	686	1484	1822	591
100873982	0	0	2	1	2	1	0	0
200909	0	0	0	0	0	0	0	0
170572	0	0	0	0	0	0	0	1
105374249	6	8	25	71	9	28	18	19
106478970	0	0	0	0	0	0	0	0
285242	0	0	1	2	0	0	0	2
8893	210	386	1525	982	693	755	1134	593
1857	244	462	3536	1595	1147	1604	2591	1141
1173	1765	2222	5857	2758	3503	4898	8897	2137
55324	196	302	1013	1234	727	804	1329	527
90113	6	10	24	3	858	39	13	29
100187716	0	1	0	1	3	0	0	0
10195	412	1543	1131	1508	1658	1290	1376	232
110599564	33	166	221	208	216	109	210	20
110599583	6	47	52	57	24	26	60	7
94032	9	21	65	124	1664	44	135	20
9718	0	0	4	0	2	0	0	5
5708	3366	3536	5539	5590	2185	8829	13265	1002
1981	1534	2230	15576	15037	1653	12493	11125	2459
692107	0	0	2	0	0	1	2	0
131408	193	513	558	369	109	464	357	161
1181	35	92	441	344	161	265	216	81
5437	603	1017	1625	871	1994	1278	1201	398
7066	1	1	3	4	0	11	1	3
8646	2	5	10	14	14	46	2	113
105374250	0	0	0	0	0	0	0	0
105374251	0	0	0	0	2	0	0	0
100874079	0	0	0	0	1	0	0	0
2049	18	24	835	321	461	163	314	309
64110	392	651	649	1731	1163	1107	915	411
107986163	0	1	1	16	8	3	25	5
101928992	0	0	0	0	0	0	0	0
105374253	0	0	0	0	0	0	0	0
23355	258	406	495	559	260	1026	1003	345
285382	0	1	8	5	36	3	1	153
339926	6	3	3	6	0	18	22	5
1962	112	130	79	156	3	319	384	146
100847054	0	0	0	0	0	0	2	0
9175	378	357	673	951	398	675	1057	322
101929018	0	0	7	10	12	15	17	14
90407	263	495	487	614	509	685	960	246
105374254	1	0	9	13	0	5	4	17
200879	26	48	6	163	45	109	93	152
107986055	0	0	0	0	0	0	0	0
59343	352	492	1006	741	252	1081	1546	298
10644	206	176	86	15	188	1819	3937	25
646600	0	0	0	0	6	1	27	0
100847078	0	0	0	0	0	0	0	0
6434	1435	2025	3502	1864	1946	3212	3260	936
344887	12	31	1	2	3	468	13	3
2119	533	739	117	23	58	1245	2278	115
105374257	1	0	0	0	0	21	7	4
1608	32	27	0	3	1	197	301	27
107986164	0	0	0	0	0	0	0	0
253573	0	0	0	0	0	0	0	0
107986165	0	0	0	4	0	0	0	0
1427	0	0	30	10	78	18	32	31
55171	96	160	374	242	86	360	501	74
51726	696	1270	956	1097	722	1695	2408	318
197	3	5	0	2	1	8	2	0
26998	0	0	0	0	0	0	1	0
105374258	0	0	0	0	0	0	0	0
3273	0	2	0	2	0	4	0	0
3827	0	0	0	41	0	1	0	0
105374259	0	1	0	0	0	3	5	0
1974	1630	2444	3195	4678	1219	5073	4695	2855
619567	1	1	21	18	0	18	17	1
109617006	4	4	23	19	0	25	16	10
100302143	1	1	10	7	1	10	5	4
677847	2	1	16	13	1	18	17	8
6043	2	7	38	31	5	46	32	16
619568	4	2	27	28	0	28	22	16
5984	330	406	928	450	562	1188	765	54
102724699	4	5	4	2	3	25	4	1
9370	0	0	1	0	1	1	0	13
100874095	0	0	1	0	0	0	0	2
6480	107	257	220	300	171	333	189	1104
116832	357	521	87	62	769	376	437	40
101929106	0	0	0	0	0	0	0	2
132112	0	0	0	0	0	0	0	1
5648	0	1	0	1	1	4	1	150
105374260	0	0	0	0	0	0	0	0
101929130	0	0	0	1	1	0	2	10
64108	4	14	0	18	0	7	2	25
105374261	28	35	0	0	29	95	15	0
105374262	0	0	0	0	0	1	0	0
6750	0	0	0	0	0	0	0	18
344892	0	0	0	1	0	1	1	1
100131635	0	0	3	0	0	0	0	0
604	115	104	1710	1953	465	1093	749	393
105374263	1	2	0	0	1	9	0	0
105374264	6	6	0	0	0	49	2	0
105374265	0	0	0	0	0	0	0	0
105374266	0	0	0	0	0	0	2	0
107986166	0	0	19	4	0	0	3	2
339929	10	13	28	113	5	65	43	15
4026	1229	805	3337	4621	1052	7737	2941	3464
401105	1	0	4	8	2	2	3	6
100873917	0	0	0	0	0	0	0	0
407020	0	0	0	0	0	0	0	0
100874043	2	6	2	0	2	4	7	2
107986168	1	0	4	2	1	1	1	1
107986167	4	0	2	0	15	26	3	0
285386	26	53	6	7	22	77	46	14
100874027	1	2	0	0	0	1	0	0
105374270	0	0	0	0	1	0	0	1
107986169	0	0	0	0	0	0	0	0
8626	1	3	1	0	0	1	10	207
100126340	0	0	0	0	0	0	0	0
55214	158	165	992	15	9	436	209	2256
101929152	0	0	0	0	1	0	0	8
107986170	13	9	5	1	1	51	4	1
9076	1138	2383	134	64	22	1950	210	53
10686	2	2	1	5	0	3	3	1
131920	0	0	0	0	0	0	0	0
3556	314	561	106	132	9	1232	550	63
105374272	0	0	0	0	0	0	0	0
647309	11	6	3	21	6	21	25	5
100170222	0	0	0	0	0	1	0	0
107986171	0	0	0	0	0	2	0	0
344901	0	1	0	0	0	0	0	6
106480738	0	1	0	0	0	0	0	2
257313	0	0	0	2	1	2	5	2
152137	673	681	723	626	412	1464	1720	834
103344926	1	3	0	0	0	0	0	1
152138	0	0	0	0	0	0	0	0
105374275	0	0	0	0	0	0	0	0
105374276	0	0	0	0	0	0	0	0
105374277	0	0	0	0	0	0	0	0
2257	113	84	21	0	8	315	18	42
100873986	0	0	0	0	0	0	0	0
100873987	1	2	0	0	0	1	0	0
107986028	0	1	1	0	2	6	0	1
107986056	5	7	7	2	1	25	1	2
151963	194	330	122	2	7	482	323	14
105374280	0	0	0	0	0	0	0	0
57110	141	282	1	0	0	186	3	2
84789	0	0	0	0	0	3	0	0
344905	1	5	23	0	0	8	0	0
100874218	0	2	1	0	0	7	0	0
84239	0	0	99	1	5	2	1	9
101929198	0	0	1	0	0	0	0	0
4976	906	733	1893	1708	224	2839	2638	415
100873941	12	12	20	32	1	44	33	3
102724808	4	5	5	12	4	7	8	6
105374282	0	0	0	0	0	0	0	0
105374283	0	0	0	1	0	0	0	0
105374284	0	0	0	2	0	0	0	0
105374285	0	0	0	3	0	0	0	1
105374287	2	3	0	0	0	26	4	9
105374286	0	0	0	1	0	1	0	2
647323	1	2	0	0	2	12	1	1
100128023	0	0	0	0	0	7	1	1
285389	0	0	0	1	1	1	0	2
102724877	0	0	0	3	1	8	1	0
3280	57	73	498	214	1354	254	486	1038
107986172	0	0	0	0	0	0	0	0
100505920	1	0	0	0	0	0	1	2
101929337	0	0	0	0	0	0	0	0
105374289	0	0	1	3	0	4	48	2
100131551	3	3	0	8	0	23	43	3
1370	0	0	0	0	0	1	1	0
131578	2	14	0	0	0	11	30	0
2814	0	0	0	0	0	4	0	1
79572	2223	2130	2375	2264	378	8782	4737	688
401106	9	3	2	2	7	25	2	0
100507297	18	34	70	67	77	100	81	44
93109	73	94	252	84	26	631	707	113
105374291	0	0	4	1	0	13	15	2
55341	124	479	1436	1559	375	1195	1580	372
131583	20	29	146	1286	106	62	5551	655
105374292	0	0	0	1	0	0	9	0
100507391	1	7	0	3	0	6	16	0
105374293	0	3	0	1	0	0	0	0
107986174	0	1	0	1	0	1	6	0
107986173	0	0	0	8	0	0	0	9
105374294	0	0	0	1	0	0	1	0
105374295	0	1	0	0	0	0	0	0
152002	120	266	848	360	173	705	1109	65
100874528	0	0	1	0	0	0	2	0
100422926	0	0	0	0	0	0	0	0
101410543	0	0	0	1	0	1	2	0
105374296	0	0	2	2	4	2	4	0
23527	486	239	1501	1213	296	1878	2265	412
5504	637	497	464	900	232	1118	1072	476
347	0	0	0	154	45	0	9	902
107986029	0	0	0	6	0	1	2	10
105374298	18	8	66	307	105	192	229	81
105374297	1	1	3	35	20	11	22	5
727956	69	118	328	245	76	439	418	128
440993	2	2	60	38	44	45	67	59
693155	2	1	12	5	7	10	16	2
200958	0	0	71	158	36	28	10	259
4585	0	2	7	23	16	9	2	38
105374299	0	0	0	0	6	1	0	1
101929697	0	0	0	1	0	0	0	0
107984010	0	0	0	3	1	0	0	1
10188	75	198	976	1017	774	1662	1259	1133
102465977	0	0	1	2	0	1	1	1
100128262	1	4	26	47	3	33	17	75
727978	1	1	15	72	65	41	87	16
255812	94	164	449	345	153	634	632	233
105374301	1	2	12	62	67	38	65	14
7037	3348	3668	10545	9468	1123	11764	13995	276
401109	0	0	8	15	0	0	1	19
105374303	0	0	0	0	0	0	0	0
131540	3	4	0	1	17	18	1	3
105374304	1	0	10	11	10	16	8	4
200931	0	3	31	122	9	15	19	14
5130	432	527	1274	1630	576	1684	1920	525
255758	46	80	117	49	425	104	183	30
100534611	14	30	23	18	39	44	113	8
107986031	0	1	24	10	6	16	23	4
100874214	3	6	3	14	1	29	70	2
116211	4	11	1	3	1	23	95	2
26043	541	478	1581	1299	915	2694	2807	477
100874034	0	3	5	8	0	7	4	2
165918	107	165	1133	815	465	708	859	199
105374306	1	7	6	4	9	5	8	0
105374307	0	0	0	0	0	0	0	0
255798	0	0	0	0	0	0	0	2
348793	123	185	214	188	185	446	295	58
200933	912	1145	1041	763	291	1647	1441	143
101929769	8	14	3	6	4	11	2	0
375387	10	11	0	4	12	13	2	28
84984	33	69	51	93	25	116	193	18
54965	304	297	696	694	513	622	532	219
5062	1903	1943	3426	2777	591	4854	3998	641
205564	195	199	883	631	197	1002	1348	279
22916	546	467	2003	1544	766	1737	2915	658
100874001	3	3	30	16	3	18	44	4
152217	133	291	277	433	543	295	343	102
80235	43	68	91	73	240	294	162	200
4241	218	390	468	44	211	2630	1378	88
100507057	17	24	91	28	116	234	102	105
1739	910	826	2068	1219	270	3043	2133	487
100616216	0	0	0	0	0	0	0	0
100507086	7	4	3	12	1	22	14	3
101926923	0	0	0	0	0	0	0	0
105374308	0	5	0	0	0	5	1	0
105374309	0	0	0	1	0	0	0	0
100129516	0	0	80	138	47	13	6	11
622	38	50	1370	1140	769	131	101	426
220729	80	96	349	181	26	390	404	174
107986175	0	1	4	44	2	21	30	8
112268458	10	13	66	277	50	202	200	52
9711	122	282	1109	614	266	1058	1077	274
100126321	3	1	17	8	2	13	15	6
84248	984	1133	1946	1504	448	1990	1827	530
84859	104	125	764	636	533	1355	1629	689
105374310	0	0	2	2	1	6	2	5
84223	37	32	207	192	78	177	210	65
6165	3895	5964	4763	5563	8588	6005	4553	2391
89782	83	139	726	772	261	473	820	164
100873947	1	6	32	28	0	19	26	5
348840	3	1	0	0	7	4	0	0
107986177	0	0	0	0	0	0	0	0
728262	4	20	412	116	361	233	178	157
105379426	2	2	43	49	151	17	11	3
101928669	8	9	34	83	25	26	46	6
101059949	0	0	7	29	6	4	1	0
107987361	1	1	38	48	19	15	4	3
152687	46	55	451	231	119	124	99	87
255403	66	79	262	162	55	330	32	37
642280	3	6	4	6	5	22	0	15
107986244	2	0	2	0	1	4	2	1
654254	10	19	16	11	5	29	9	13
105374336	1	1	2	10	2	3	9	5
7700	77	73	465	426	308	920	493	331
693156	0	0	0	0	0	0	0	0
79963	28	47	63	167	14	143	78	71
170960	89	101	740	616	169	600	512	244
54872	242	446	1130	1476	413	1606	1174	656
112441426	0	0	0	0	2	0	0	1
105374338	1	0	0	0	0	2	0	0
5158	5	19	5	1	183	50	4	24
101928521	1	0	0	0	99	8	0	2
521	578	1008	754	1034	4279	866	545	398
4636	24	71	40	330	530	176	37	154
84179	16	23	12	600	155	116	12	111
107986245	0	2	1	9	0	3	0	1
10336	268	240	1971	1818	665	1437	921	1135
107986246	1	4	10	19	15	22	11	14
107986211	39	50	231	222	83	271	120	147
100129917	5	2	111	117	28	157	146	59
10815	8	29	104	192	1382	85	12	179
105374339	4	3	61	526	155	21	7	386
105374340	0	0	5	5	25	0	2	2
2580	168	468	1355	1626	1134	1525	1031	942
105374341	0	0	13	5	8	4	3	4
84286	35	63	308	351	760	206	185	395
1609	73	159	337	1379	1564	452	398	176
10861	4	6	94	545	29	58	44	39
3425	7	23	120	442	646	170	146	363
53834	139	233	1263	3545	300	1124	1169	294
105374343	0	0	3	21	2	2	0	1
285498	161	210	0	4	1	549	9	37
105374344	0	1	0	0	0	14	0	0
100379220	0	4	0	7	0	20	0	0
10417	0	9	847	13173	25	60	5	2675
100130872	5	3	61	140	4	101	2	97
101928548	0	1	5	14	0	10	0	8
285463	106	134	609	488	171	628	345	301
1487	747	959	3486	3465	1905	6581	2700	1551
92070	52	79	235	358	84	309	62	66
105374347	0	0	2	4	1	7	1	0
105374346	2	0	8	4	7	6	0	4
10296	430	606	1168	1287	824	1701	817	492
57654	48	124	629	835	156	663	338	232
54729	0	0	0	0	0	0	0	0
105374348	0	0	0	0	0	0	0	0
152877	14	47	62	134	31	74	42	16
105374349	0	0	0	0	0	1	0	0
7884	882	1486	1659	1240	1396	2319	759	359
92305	340	580	661	1237	479	1462	506	545
10460	467	712	2139	1444	2208	3006	1105	29
112268460	33	47	181	117	240	279	86	5
2261	18	20	513	160	772	127	5	474
3954	369	780	2449	2670	858	1927	864	254
7468	1133	1306	4931	2101	1397	8060	3617	471
677770	5	1	6	2	14	4	3	2
7469	205	392	921	534	615	773	317	249
100126332	4	11	15	7	1	8	4	4
401115	127	223	360	256	1301	484	273	19
339983	227	558	151	370	288	813	165	42
353497	4	3	52	64	17	30	33	64
79441	93	103	434	375	172	496	316	181
10608	429	286	2025	1579	958	2145	862	996
100616358	4	2	22	14	0	29	7	7
57732	72	101	49	48	43	796	144	77
105374352	14	16	5	8	7	51	13	1
107986249	1	0	0	0	1	8	1	3
402160	0	1	1	17	1	8	1	1
105374353	0	0	3	6	2	11	4	4
107986250	2	8	8	15	14	13	9	3
6047	775	1513	1392	1750	347	2105	1013	417
8603	79	122	717	733	393	934	493	307
79155	271	545	638	541	473	828	480	283
102723763	0	0	0	2	0	1	1	0
6452	120	257	1273	1468	992	1090	559	296
118	911	1158	3258	2340	1748	3656	2003	2217
10227	766	1526	1623	891	1666	2753	1018	937
317648	185	495	186	337	206	688	150	98
8602	120	274	1063	1189	510	1116	636	166
2868	12	14	13	28	27	36	32	10
100750326	0	0	0	1	0	3	1	0
3064	705	1039	2003	3290	505	3647	2030	436
345222	13	27	143	168	212	178	63	95
6002	59	89	471	314	458	559	389	586
3083	0	0	60	0	36	7	0	8
105374354	0	0	23	0	2	1	0	3
285489	1	4	11	13	7	26	4	18
105374355	0	0	0	1	5	12	0	12
4043	162	316	1462	1574	973	1255	1140	797
285492	0	0	0	0	0	0	0	0
112268461	0	0	0	0	0	0	0	0
105374357	0	0	0	0	0	0	0	3
100133461	0	0	0	0	0	0	0	0
107986251	0	2	0	2	0	8	0	19
152	17	19	16	31	5	47	1	71
348926	70	255	100	165	104	201	72	26
105374358	1	0	1	1	1	3	1	3
105374359	0	0	0	0	0	1	0	2
101928217	1	1	1	3	0	9	1	1
107986252	0	0	0	0	0	2	0	2
133060	0	0	0	0	0	0	1	0
85013	168	202	350	347	197	382	173	178
55646	260	429	322	311	727	743	379	85
166793	12	23	84	59	41	82	47	67
112268462	0	1	0	0	0	0	0	0
27065	2	0	5	14	59	6	2	374
107986253	0	0	0	0	0	1	0	15
53407	154	267	204	341	283	380	326	215
104472519	0	0	0	0	0	2	0	0
107986254	0	0	1	7	6	3	4	2
100507266	7	20	9	49	13	32	13	20
101928237	2	3	2	15	1	10	8	1
109623454	0	0	0	0	0	0	1	0
101928279	1	1	1	8	0	2	2	0
103695434	0	0	0	0	0	1	0	0
4487	5	18	0	199	14	19	79	41
101928306	0	0	0	1	0	0	0	0
107986218	0	0	0	0	0	0	0	0
54360	0	0	0	0	0	0	0	32
107986256	0	0	0	0	0	0	0	0
55351	0	0	0	0	5	5	25	7
105374362	0	0	0	0	0	0	0	1
10141	0	0	0	1	0	0	2	1
132884	19	50	2	0	27	157	100	49
2121	47	79	29	542	164	838	1352	559
1400	2	6	4	29	22	36	86	64
389197	0	0	0	8	0	1	0	58
100616201	0	0	0	0	0	0	0	0
152789	5	7	0	149	0	15	14	123
285484	1	0	0	2	1	4	1	9
105374364	0	0	0	2	0	1	0	0
7466	260	332	443	786	144	1020	1505	646
107986257	14	12	25	40	49	42	62	72
5522	512	504	2	1021	31	1844	145	120
105374365	0	0	0	0	1	0	0	0
23324	91	134	437	878	338	1304	314	556
93621	3288	4275	3520	7015	3902	5655	3618	1848
105374366	5	11	40	82	19	26	23	15
93622	114	122	404	741	1312	371	177	172
339988	0	0	7	15	11	3	1	3
6286	0	0	6	1681	6008	4	35	6
114932	442	505	827	1381	722	997	701	504
105378240	0	0	0	1	0	2	0	0
55330	130	310	167	378	151	380	155	92
105374367	0	0	0	0	0	0	0	0
9778	239	207	1332	1454	330	1157	944	537
57533	415	659	1550	1325	234	1626	731	429
100129931	170	248	695	531	227	666	301	257
257236	5	16	26	70	30	28	16	16
93624	168	336	645	809	172	690	432	326
80273	589	1251	878	1366	467	1278	936	201
105374368	0	0	2	7	2	13	3	2
105374370	2	1	0	10	1	4	1	3
730971	1	3	0	23	6	5	0	8
57537	0	1	2	1	2	17	362	55
105374371	0	0	0	0	1	0	2	0
100616471	0	0	0	0	0	0	0	0
768239	0	2	0	1	1	16	1	0
100422826	0	0	0	0	0	0	0	0
107986258	0	0	0	0	0	0	0	0
84740	20	36	54	14	81	152	377	7
60312	493	728	1443	475	74	3586	2089	290
389199	2	4	10	3	0	20	13	0
84448	9	9	1	9	5	39	52	26
407052	0	0	0	0	0	0	0	0
54436	30	95	0	208	24	276	170	121
105374373	0	2	0	0	1	3	1	1
94031	6	23	1	4	3	52	66	160
112268463	0	0	0	1	0	3	5	12
105374374	0	0	0	0	0	0	0	0
8310	92	101	231	373	105	372	264	205
105374376	0	0	4	3	0	3	5	0
152992	34	112	207	204	100	264	163	130
27201	0	0	0	0	0	0	9	0
8532	3	4	0	1	2	28	179	50
101928532	0	0	0	0	0	0	0	0
3166	4	9	0	0	0	8	0	1
105374474	0	0	0	0	0	1	0	0
105369250	11	5	2	8	1	30	1	33
100287045	0	0	0	0	0	1	0	0
100287144	0	0	0	0	0	0	0	0
100287178	0	0	0	0	0	0	0	0
100287205	0	0	0	0	0	0	0	0
100287238	0	0	0	0	0	0	0	0
100288520	0	0	0	0	0	0	0	0
100287327	0	0	0	0	0	0	0	0
100287364	0	0	0	0	0	0	0	0
100287404	0	0	0	0	0	0	0	0
100287441	0	0	0	0	0	0	0	0
100287478	0	0	0	0	0	0	0	0
100287513	0	0	0	0	0	0	0	0
728369	0	0	0	0	0	0	0	0
728373	0	0	0	0	0	0	0	0
728379	0	0	0	0	0	0	0	0
728386	0	0	0	0	0	0	0	0
728393	0	0	0	0	0	0	0	0
728400	0	0	0	0	0	0	0	0
728405	0	0	0	0	0	0	0	0
391627	0	0	0	0	0	0	0	0
